order_id,predicted_kpt_old,rider_wait_old,predicted_eta_old,predicted_kpt_new,rider_wait_new,predicted_eta_new,eta_error_old,eta_error_new,kpt_improvement_min,eta_accuracy_improvement_min,rider_idle_time_reduction_min,dispatch_strategy,system_load_score,fairness_index
9213,10.1,4.8,23.4,9.8,2.5,20.8,1.3,3.9,-0.3,-2.6,2.3,AI_Dynamic,0.29,0.93
9214,18.2,0.4,58.5,17.9,0.8,58.6,7.9,7.8,0.3,0.1,-0.4,AI_Dynamic,0.61,0.95
9215,52.1,0.3,79.9,40.3,0.5,68.3,9.6,2.0,11.8,7.6,-0.2,Old_Static,0.7,0.8
9216,36.7,1.4,54.1,29.0,5.8,50.8,3.5,0.2,3.1,3.3,-4.4,AI_Dynamic,0.3,1.0
9217,43.7,0.1,82.5,46.3,0.7,85.7,8.9,5.7,-2.6,3.2,-0.6,AI_Dynamic,0.73,0.72
9218,27.5,2.6,55.9,19.7,2.3,47.8,0.1,8.0,6.8,-7.9,0.3,AI_Dynamic,0.36,0.73
9219,64.3,0.1,76.9,42.6,0.5,55.6,13.3,8.0,9.5,5.3,-0.4,AI_Dynamic,0.41,0.75
9220,34.2,0.2,38.8,24.3,2.7,31.4,8.2,0.8,9.9,7.4,-2.5,AI_Dynamic,0.55,0.85
9221,35.0,10.7,88.2,41.5,2.0,86.0,5.0,7.2,5.7,-2.2,8.7,AI_Dynamic,0.78,0.75
9222,42.0,16.3,79.7,52.4,0.3,74.1,5.1,10.7,10.4,-5.6,16.0,AI_Dynamic,0.55,0.79
9223,16.1,5.6,65.0,14.0,0.2,57.5,4.0,11.5,-2.1,-7.5,5.4,Old_Static,0.98,0.87
9224,35.1,0.1,61.4,26.8,1.8,54.8,5.4,1.2,8.3,4.2,-1.7,AI_Dynamic,0.74,0.8
9225,6.4,5.4,35.9,5.0,0.3,29.4,3.3,9.8,-1.4,-6.5,5.1,Old_Static,0.55,0.95
9226,57.4,1.6,66.4,37.3,1.2,45.9,11.2,9.3,15.1,1.9,0.4,AI_Dynamic,0.27,0.77
9227,40.9,0.6,117.0,32.5,1.4,109.4,1.3,6.3,2.0,-5.0,-0.8,Old_Static,0.14,0.96
9228,20.2,10.7,68.2,25.2,3.9,66.4,2.1,3.9,5.0,-1.8,6.8,AI_Dynamic,0.2,0.85
9229,38.8,2.3,69.8,35.1,0.0,63.8,1.6,4.4,3.7,-2.8,2.3,AI_Dynamic,0.95,0.88
9230,28.2,22.8,113.8,43.0,0.7,106.5,0.0,7.3,14.8,-7.3,22.1,AI_Dynamic,0.26,0.72
9231,44.1,0.9,123.2,37.8,3.0,119.0,5.8,1.6,6.3,4.2,-2.1,AI_Dynamic,0.74,0.8
9232,16.1,2.0,23.6,12.2,6.8,24.5,1.6,0.7,3.9,0.9,-4.8,AI_Dynamic,0.86,0.76
9233,44.5,2.0,64.8,36.6,3.4,58.3,2.0,8.5,3.1,-6.5,-1.4,AI_Dynamic,0.62,0.9
9234,23.2,0.6,60.0,17.8,0.1,54.1,0.7,6.6,4.2,-5.9,0.5,Old_Static,0.67,0.93
9235,27.2,0.6,70.7,20.5,0.8,64.2,0.2,6.7,5.1,-6.5,-0.2,AI_Dynamic,0.29,0.75
9236,18.6,9.6,54.2,24.8,0.8,51.6,0.9,1.7,3.8,-0.8,8.8,AI_Dynamic,0.81,0.88
9237,34.7,5.7,76.8,39.4,0.7,76.5,0.0,0.3,-2.5,-0.3,5.0,Old_Static,0.36,0.74
9238,30.4,6.2,70.0,33.1,1.5,68.0,1.3,3.3,0.5,-2.0,4.7,Old_Static,0.72,0.89
9239,39.6,10.8,77.4,47.9,4.5,79.4,4.3,2.3,4.1,2.0,6.3,AI_Dynamic,0.32,0.74
9240,17.6,6.9,36.8,17.5,1.7,31.5,4.4,9.7,-0.1,-5.3,5.2,AI_Dynamic,0.36,0.95
9241,40.2,2.5,59.8,31.4,2.2,50.7,3.3,5.8,6.4,-2.5,0.3,AI_Dynamic,0.17,0.9
9242,33.4,9.7,111.8,38.9,0.2,107.8,1.5,5.5,4.7,-4.0,9.5,Old_Static,0.62,0.93
9243,47.6,1.0,77.0,32.9,0.7,62.0,6.8,8.2,8.9,-1.4,0.3,AI_Dynamic,0.32,0.78
9244,42.5,1.2,88.2,27.7,0.1,72.3,12.6,3.3,10.4,9.3,1.1,AI_Dynamic,0.82,0.94
9245,46.0,2.8,80.2,30.4,1.3,63.1,8.7,8.4,9.8,0.3,1.5,AI_Dynamic,0.62,0.95
9246,35.7,1.7,45.9,25.7,5.1,39.3,8.1,1.5,9.0,6.6,-3.4,AI_Dynamic,0.28,0.72
9247,49.7,1.7,64.8,42.6,0.1,56.1,3.9,4.8,4.5,-0.9,1.6,AI_Dynamic,0.56,0.82
9248,20.8,6.7,55.1,21.9,0.9,50.4,5.0,9.7,1.1,-4.7,5.8,AI_Dynamic,0.33,0.96
9249,51.5,1.1,74.6,39.9,0.2,62.1,7.6,4.9,8.2,2.7,0.9,AI_Dynamic,0.13,0.81
9250,7.2,8.3,37.0,10.5,5.6,37.6,4.7,4.1,3.3,0.6,2.7,AI_Dynamic,0.39,0.98
9251,30.3,1.7,71.1,25.7,1.8,66.6,2.5,7.0,-2.0,-4.5,-0.1,Old_Static,0.5,0.73
9252,50.5,2.1,78.5,37.9,2.8,66.6,10.7,1.2,8.4,9.5,-0.7,Old_Static,0.89,0.88
9253,24.4,1.2,56.4,23.3,6.1,60.2,0.7,4.5,1.1,-3.8,-4.9,AI_Dynamic,0.14,0.79
9254,19.7,9.6,46.0,23.6,0.8,41.1,2.1,2.8,3.9,-0.7,8.8,AI_Dynamic,0.31,0.81
9255,32.3,13.6,128.9,40.2,0.5,123.7,0.9,4.3,7.9,-3.4,13.1,AI_Dynamic,0.4,0.87
9256,19.1,15.8,77.5,32.0,2.6,77.2,0.3,0.0,9.5,0.3,13.2,AI_Dynamic,0.51,0.73
9257,52.9,2.1,65.2,38.4,0.8,49.4,12.4,3.4,14.5,9.0,1.3,AI_Dynamic,0.31,0.81
9258,21.1,8.6,89.3,25.6,0.9,86.1,1.6,4.8,3.5,-3.2,7.7,AI_Dynamic,0.55,0.73
9259,39.8,9.5,92.8,45.0,2.4,90.9,3.5,5.4,4.6,-1.9,7.1,AI_Dynamic,0.3,0.77
9260,8.7,8.1,23.8,14.8,2.3,24.1,1.2,1.5,0.9,-0.3,5.8,AI_Dynamic,0.24,0.9
9261,26.2,6.8,35.8,28.4,2.0,33.2,0.6,2.0,2.2,-1.4,4.8,AI_Dynamic,0.67,0.74
9262,21.4,6.3,32.5,22.5,1.8,29.1,3.3,6.7,1.1,-3.4,4.5,AI_Dynamic,0.19,0.86
9263,10.8,1.7,18.2,7.6,0.3,13.6,1.8,6.4,2.0,-4.6,1.4,AI_Dynamic,0.69,0.92
9264,39.7,6.5,69.4,45.5,2.8,71.5,2.9,0.8,-2.0,2.1,3.7,AI_Dynamic,0.19,0.91
9265,16.9,1.2,50.6,12.4,0.8,45.7,1.1,6.0,4.5,-4.9,0.4,Old_Static,0.89,0.72
9266,22.6,1.4,73.6,22.0,0.5,72.1,0.9,0.6,0.6,0.3,0.9,AI_Dynamic,0.77,0.84
9267,72.9,0.3,86.1,53.4,1.7,68.0,16.8,1.3,19.5,15.5,-1.4,AI_Dynamic,0.3,0.82
9268,56.6,1.3,81.6,35.7,0.4,59.8,11.3,10.5,16.3,0.8,0.9,AI_Dynamic,0.34,0.73
9269,12.1,8.6,38.3,20.5,2.1,40.2,5.3,3.4,-0.4,1.9,6.5,AI_Dynamic,0.91,0.96
9270,14.9,8.4,27.0,22.1,2.7,28.5,2.9,4.4,0.4,-1.5,5.7,AI_Dynamic,0.16,0.95
9271,40.1,2.7,114.5,31.1,2.0,104.8,9.5,0.2,9.0,9.3,0.7,AI_Dynamic,0.83,0.96
9272,50.7,1.7,95.2,43.6,1.1,87.5,8.6,0.9,7.1,7.7,0.6,AI_Dynamic,0.47,0.7
9273,14.0,1.6,57.7,11.1,0.4,53.6,0.9,3.2,0.9,-2.3,1.2,Old_Static,1.0,0.77
9274,63.6,2.0,101.5,42.4,2.1,80.4,15.7,5.4,20.2,10.3,-0.1,AI_Dynamic,0.45,0.8
9275,28.2,2.4,56.1,21.1,0.4,47.0,4.5,4.6,7.1,-0.1,2.0,AI_Dynamic,0.95,0.71
9276,13.9,5.1,27.1,15.7,1.8,25.6,1.5,3.0,-0.8,-1.5,3.3,AI_Dynamic,0.26,0.99
9277,22.1,2.1,90.8,20.8,0.8,88.2,2.7,0.1,1.3,2.6,1.3,AI_Dynamic,0.16,0.71
9278,27.0,0.5,37.6,26.9,2.1,39.1,4.0,2.5,0.1,1.5,-1.6,AI_Dynamic,0.49,0.71
9279,28.0,0.2,57.0,26.6,4.2,59.6,2.0,4.6,1.4,-2.6,-4.0,AI_Dynamic,0.28,0.8
9280,5.7,4.7,53.6,6.4,1.1,50.7,2.6,5.5,-0.5,-2.9,3.6,Old_Static,0.79,0.81
9281,13.8,4.8,32.1,13.3,1.3,28.1,0.2,4.2,-0.5,-4.0,3.5,Old_Static,0.59,0.98
9282,60.9,1.7,82.5,43.8,1.0,64.7,6.4,11.4,6.1,-5.0,0.7,AI_Dynamic,0.71,0.83
9283,15.6,13.3,43.4,28.1,1.8,44.4,2.5,3.5,4.9,-1.0,11.5,AI_Dynamic,0.54,0.82
9284,22.2,7.7,66.3,25.0,1.3,62.7,2.6,1.0,2.8,1.6,6.4,AI_Dynamic,0.22,0.71
9285,7.2,5.2,30.1,9.6,0.2,27.5,1.7,4.3,-1.2,-2.6,5.0,Old_Static,0.59,0.72
9286,22.6,1.6,56.1,21.0,0.1,53.0,3.6,6.7,1.6,-3.1,1.5,AI_Dynamic,0.3,0.81
9287,28.9,18.2,66.0,42.9,3.5,65.3,3.1,3.8,13.2,-0.7,14.7,AI_Dynamic,0.72,0.99
9288,7.3,6.2,25.5,10.2,4.6,26.8,3.6,2.3,0.3,1.3,1.6,AI_Dynamic,0.23,0.76
9289,29.9,7.4,51.7,31.3,3.2,48.9,1.8,1.0,1.4,0.8,4.2,Old_Static,0.99,0.95
9290,37.7,1.6,45.9,28.8,0.3,35.7,5.4,4.8,8.9,0.6,1.3,AI_Dynamic,0.13,0.79
9291,20.2,6.1,85.2,22.5,6.3,87.7,4.4,1.9,0.7,2.5,-0.2,AI_Dynamic,0.73,0.88
9292,26.5,2.7,42.2,19.5,2.0,34.5,0.3,7.4,7.0,-7.1,0.7,AI_Dynamic,0.98,0.91
9293,44.2,1.9,72.9,33.4,0.5,60.7,11.5,0.7,10.8,10.8,1.4,AI_Dynamic,0.93,0.72
9294,55.3,1.4,109.0,48.7,0.3,101.3,8.6,0.9,6.6,7.7,1.1,AI_Dynamic,0.75,0.91
9295,11.1,5.7,55.8,15.0,2.8,56.8,2.7,3.7,-1.7,-1.0,2.9,Old_Static,0.71,0.89
9296,41.4,1.7,69.7,26.3,0.7,53.6,12.7,3.4,11.9,9.3,1.0,Old_Static,0.95,0.89
9297,6.2,6.5,43.1,9.1,1.7,41.2,2.2,0.3,0.9,1.9,4.8,Old_Static,0.61,0.84
9298,5.6,5.9,26.7,10.1,0.6,25.9,0.7,1.5,-1.9,-0.8,5.3,AI_Dynamic,0.3,0.81
9299,50.2,0.2,56.5,38.2,0.2,44.5,8.3,3.7,12.0,4.6,0.0,AI_Dynamic,0.94,0.83
9300,63.9,2.7,99.5,54.4,1.1,88.4,11.8,0.7,9.5,11.1,1.6,Old_Static,0.88,0.76
9301,58.3,2.8,88.9,47.7,2.7,78.2,9.5,1.2,10.6,8.3,0.1,AI_Dynamic,0.46,0.91
9302,19.2,14.8,73.0,27.1,2.6,68.7,4.5,8.8,7.9,-4.3,12.2,AI_Dynamic,0.9,0.78
9303,16.8,1.9,38.2,11.2,0.4,31.1,1.2,5.9,3.4,-4.7,1.5,AI_Dynamic,0.71,0.9
9304,13.4,9.0,88.1,19.0,0.6,85.3,3.0,5.8,3.2,-2.8,8.4,AI_Dynamic,0.57,0.96
9305,47.3,6.8,73.4,48.8,1.1,69.2,1.4,2.8,1.5,-1.4,5.7,AI_Dynamic,0.48,0.98
9306,17.6,1.9,77.5,11.7,3.1,72.8,2.0,2.7,4.7,-0.7,-1.2,AI_Dynamic,0.49,0.87
9307,6.8,8.6,35.4,12.6,2.3,34.9,4.4,4.9,2.2,-0.5,6.3,AI_Dynamic,0.13,0.98
9308,26.1,7.2,47.2,30.6,2.6,47.1,4.5,4.6,0.7,-0.1,4.6,AI_Dynamic,0.22,0.73
9309,30.3,12.0,66.6,38.3,0.9,63.5,2.3,0.8,6.8,1.5,11.1,AI_Dynamic,0.86,0.96
9310,21.6,1.4,43.9,16.6,3.9,41.4,3.4,0.9,5.0,2.5,-2.5,AI_Dynamic,0.28,0.78
9311,23.0,2.5,36.9,19.6,3.5,34.5,0.2,2.2,0.2,-2.0,-1.0,AI_Dynamic,0.46,0.72
9312,27.3,0.3,46.3,18.8,0.4,37.9,2.5,5.9,3.1,-3.4,-0.1,AI_Dynamic,0.18,0.89
9313,56.0,1.9,72.7,39.6,0.9,55.3,14.0,3.4,16.4,10.6,1.0,AI_Dynamic,0.7,0.85
9314,11.2,2.1,52.5,11.1,2.8,53.1,0.3,0.9,0.1,-0.6,-0.7,AI_Dynamic,0.16,0.78
9315,28.4,12.2,64.5,36.4,1.9,62.2,1.2,3.5,7.2,-2.3,10.3,AI_Dynamic,0.84,0.93
9316,38.3,12.5,107.7,43.3,2.8,103.0,3.2,1.5,5.0,1.7,9.7,AI_Dynamic,0.17,0.99
9317,21.8,6.3,54.5,23.7,2.0,52.1,1.5,0.9,1.5,0.6,4.3,AI_Dynamic,0.36,0.76
9318,65.5,1.2,101.7,45.9,0.9,81.8,16.1,3.8,19.6,12.3,0.3,AI_Dynamic,0.16,0.76
9319,27.9,2.3,37.5,23.0,0.4,30.7,1.4,5.4,4.9,-4.0,1.9,AI_Dynamic,0.92,0.74
9320,11.3,2.8,21.1,7.8,1.4,16.2,2.6,7.5,-1.3,-4.9,1.4,AI_Dynamic,0.65,1.0
9321,41.0,2.2,77.9,34.1,0.9,69.7,5.8,2.4,6.1,3.4,1.3,AI_Dynamic,0.74,0.83
9322,17.4,14.1,66.5,27.0,0.3,62.3,0.2,4.4,9.4,-4.2,13.8,AI_Dynamic,0.69,0.8
9323,38.1,2.1,56.4,37.7,1.0,54.9,3.1,4.6,0.4,-1.5,1.1,AI_Dynamic,0.24,0.87
9324,29.1,1.9,41.4,21.4,1.8,33.6,6.5,1.3,6.7,5.2,0.1,Old_Static,0.77,0.94
9325,27.3,17.8,79.0,39.9,2.5,76.3,5.0,7.7,12.6,-2.7,15.3,AI_Dynamic,0.22,0.89
9326,47.0,2.4,63.2,41.0,0.5,55.3,2.2,5.7,5.4,-3.5,1.9,AI_Dynamic,0.26,0.86
9327,58.0,1.8,119.3,42.3,3.3,105.1,17.3,3.1,15.7,14.2,-1.5,AI_Dynamic,0.48,0.93
9328,11.2,8.7,83.1,11.8,0.8,75.8,3.4,10.7,0.6,-7.3,7.9,AI_Dynamic,0.78,0.97
9329,8.2,4.8,70.3,8.5,0.6,66.4,5.4,9.3,0.1,-3.9,4.2,AI_Dynamic,0.76,0.89
9330,40.9,13.6,64.9,51.0,0.8,62.2,2.3,0.4,7.9,1.9,12.8,AI_Dynamic,0.89,0.83
9331,6.8,4.7,17.6,6.4,2.7,15.2,3.3,0.9,-0.4,2.4,2.0,AI_Dynamic,0.13,0.84
9332,34.4,1.5,51.1,27.7,2.1,45.0,2.5,3.6,6.7,-1.1,-0.6,AI_Dynamic,0.36,0.72
9333,59.0,0.6,63.0,47.0,1.4,51.8,13.9,2.7,12.0,11.2,-0.8,AI_Dynamic,0.16,0.81
9334,39.3,8.3,59.0,40.6,1.0,53.0,2.8,3.2,1.3,-0.4,7.3,AI_Dynamic,0.1,0.8
9335,20.0,8.9,56.5,25.0,3.2,55.8,1.2,1.9,3.6,-0.7,5.7,AI_Dynamic,0.26,0.95
9336,25.4,17.4,86.0,42.2,0.2,85.6,5.0,5.4,8.8,-0.4,17.2,AI_Dynamic,0.18,0.96
9337,17.7,2.0,34.5,14.6,0.3,29.7,4.5,0.3,3.1,4.2,1.7,Old_Static,0.5,0.83
9338,28.5,13.3,69.5,37.1,0.1,64.9,1.4,6.0,8.6,-4.6,13.2,AI_Dynamic,0.52,0.89
9339,49.6,0.8,63.9,31.3,0.8,45.6,11.2,7.1,13.7,4.1,0.0,AI_Dynamic,0.16,0.74
9340,39.3,0.4,56.5,29.0,3.0,48.8,4.0,3.7,9.9,0.3,-2.6,AI_Dynamic,0.22,0.84
9341,48.1,0.3,81.3,51.3,8.0,92.2,7.9,3.0,-3.2,4.9,-7.7,AI_Dynamic,0.22,0.95
9342,29.1,2.9,52.3,26.2,4.4,50.9,0.5,1.9,0.9,-1.4,-1.5,Old_Static,0.49,0.73
9343,65.6,1.0,94.7,45.6,0.7,74.4,16.4,3.9,20.0,12.5,0.3,AI_Dynamic,0.62,0.84
9344,13.7,7.8,47.6,14.0,2.3,42.4,1.6,6.8,0.3,-5.2,5.5,AI_Dynamic,0.38,0.74
9345,30.4,1.5,35.7,25.2,0.8,29.8,3.7,2.2,3.8,1.5,0.7,AI_Dynamic,0.12,0.83
9346,28.9,2.9,76.5,21.0,0.5,66.2,7.4,2.9,7.7,4.5,2.4,AI_Dynamic,0.35,0.72
9347,18.5,2.8,45.3,15.9,0.1,40.0,1.8,3.5,1.4,-1.7,2.7,AI_Dynamic,0.78,0.81
9348,28.4,2.2,51.7,27.5,0.8,49.4,1.0,3.3,0.5,-2.3,1.4,AI_Dynamic,0.7,0.99
9349,26.9,1.1,31.5,24.1,0.5,28.1,2.6,0.8,2.8,1.8,0.6,AI_Dynamic,0.39,0.91
9350,36.1,0.7,77.8,25.3,0.2,66.5,8.1,3.2,10.8,4.9,0.5,Old_Static,0.84,0.97
9351,42.2,7.0,78.4,43.5,8.0,80.7,2.4,0.1,1.3,2.3,-1.0,AI_Dynamic,0.41,0.96
9352,49.8,0.7,82.2,31.1,0.1,62.9,12.8,6.5,12.9,6.3,0.6,AI_Dynamic,0.5,0.97
9353,11.8,0.2,21.4,8.6,2.2,20.2,2.1,3.3,3.0,-1.2,-2.0,AI_Dynamic,0.41,0.79
9354,23.0,2.0,39.6,24.5,1.7,40.8,6.7,5.5,-1.5,1.2,0.3,AI_Dynamic,0.6,0.78
9355,18.8,1.3,30.7,11.7,0.7,23.0,5.7,13.4,-2.7,-7.7,0.6,AI_Dynamic,0.33,0.81
9356,28.2,9.9,49.1,34.1,2.3,47.4,4.4,6.1,4.7,-1.7,7.6,AI_Dynamic,0.21,0.76
9357,23.5,1.3,36.2,22.8,1.7,35.9,2.2,2.5,0.7,-0.3,-0.4,AI_Dynamic,0.74,0.82
9358,23.7,1.2,37.4,20.3,1.5,34.3,0.2,2.9,3.4,-2.7,-0.3,AI_Dynamic,0.39,0.85
9359,29.1,2.5,42.5,28.8,6.3,46.0,1.0,2.5,0.1,-1.5,-3.8,AI_Dynamic,0.46,0.82
9360,46.5,1.8,57.5,32.8,1.5,43.5,5.5,8.5,9.1,-3.0,0.3,AI_Dynamic,0.13,0.83
9361,32.8,15.3,76.8,42.4,3.4,74.5,5.0,7.3,9.6,-2.3,11.9,AI_Dynamic,0.8,0.97
9362,15.0,10.2,51.1,21.0,1.5,48.4,4.1,6.8,5.2,-2.7,8.7,AI_Dynamic,0.56,0.72
9363,21.5,18.1,67.9,32.8,3.9,65.0,1.7,1.2,11.3,0.5,14.2,AI_Dynamic,0.98,0.94
9364,22.1,17.3,70.8,35.7,0.6,67.7,1.0,4.1,11.8,-3.1,16.7,AI_Dynamic,0.1,0.97
9365,21.4,9.6,59.0,28.7,2.4,59.1,4.1,4.0,2.7,0.1,7.2,AI_Dynamic,0.42,0.72
9366,10.7,0.8,42.4,10.2,0.3,41.4,4.2,5.2,0.5,-1.0,0.5,AI_Dynamic,0.61,0.77
9367,42.7,1.2,53.2,29.0,1.6,39.9,11.2,2.1,13.7,9.1,-0.4,AI_Dynamic,0.2,0.91
9368,25.0,17.4,73.5,35.2,5.0,71.3,4.8,7.0,10.2,-2.2,12.4,AI_Dynamic,0.35,0.97
9369,17.1,0.7,32.0,17.2,0.1,31.5,5.3,5.8,-0.1,-0.5,0.6,AI_Dynamic,0.26,0.8
9370,21.4,4.7,34.8,23.4,0.6,32.7,3.1,1.0,-1.8,2.1,4.1,Old_Static,0.62,0.81
9371,13.7,2.1,40.5,11.2,8.0,43.9,5.0,1.6,2.5,3.4,-5.9,AI_Dynamic,0.56,0.97
9372,15.4,14.6,75.2,25.9,6.6,77.7,2.4,0.1,9.5,2.3,8.0,AI_Dynamic,0.41,0.77
9373,41.6,1.5,48.9,33.0,0.4,39.2,6.9,2.8,8.6,4.1,1.1,AI_Dynamic,0.85,0.76
9374,11.4,1.6,21.6,12.9,0.8,22.3,0.3,0.4,-1.5,-0.1,0.8,AI_Dynamic,0.64,0.9
9375,12.4,2.9,55.1,5.0,8.0,52.8,3.0,5.3,0.6,-2.3,-5.1,AI_Dynamic,0.99,0.75
9376,65.8,2.0,79.7,47.0,1.9,60.8,13.8,5.1,16.6,8.7,0.1,AI_Dynamic,0.7,0.78
9377,31.2,13.9,76.8,36.5,0.5,68.7,2.5,10.6,5.3,-8.1,13.4,AI_Dynamic,0.54,0.82
9378,48.8,1.3,83.3,41.2,2.2,76.6,1.5,5.2,3.6,-3.7,-0.9,AI_Dynamic,0.95,0.73
9379,19.3,8.0,49.1,19.4,1.6,42.8,4.0,10.3,0.1,-6.3,6.4,AI_Dynamic,0.99,0.89
9380,43.8,6.6,84.7,45.9,2.3,82.5,1.3,0.9,1.9,0.4,4.3,AI_Dynamic,0.35,0.95
9381,26.3,1.6,30.4,19.0,1.5,23.0,5.1,2.3,3.7,2.8,0.1,Old_Static,0.65,0.95
9382,61.0,0.1,75.5,40.7,6.6,61.7,12.8,1.0,18.3,11.8,-6.5,AI_Dynamic,0.56,0.89
9383,29.6,14.4,71.9,39.9,7.6,75.4,3.3,6.8,9.3,-3.5,6.8,AI_Dynamic,0.61,0.84
9384,36.9,6.4,110.6,38.0,0.7,106.0,3.2,1.4,1.1,1.8,5.7,AI_Dynamic,0.34,0.8
9385,33.6,7.9,96.9,38.4,1.5,95.3,1.7,0.1,1.8,1.6,6.4,Old_Static,0.69,0.7
9386,37.0,2.3,43.8,31.6,0.9,37.0,7.1,0.3,5.4,6.8,1.4,Old_Static,0.79,0.97
9387,40.5,0.2,76.6,39.8,0.1,75.8,1.2,2.0,-0.1,-0.8,0.1,AI_Dynamic,0.34,0.71
9388,27.1,2.1,33.9,19.8,0.2,24.7,4.3,4.9,6.5,-0.6,1.9,AI_Dynamic,0.19,0.86
9389,6.5,8.4,46.6,10.5,1.5,43.7,0.1,2.8,3.6,-2.7,6.9,AI_Dynamic,0.41,0.75
9390,35.7,1.8,58.1,25.1,1.1,46.8,6.8,4.5,10.6,2.3,0.7,AI_Dynamic,0.46,0.89
9391,60.6,0.1,102.6,39.6,2.4,83.9,16.8,1.9,19.0,14.9,-2.3,Old_Static,0.62,0.73
9392,24.7,1.0,75.0,13.1,1.1,63.5,4.8,6.7,4.6,-1.9,-0.1,Old_Static,0.6,0.87
9393,32.8,9.4,70.7,39.5,0.1,68.1,2.9,5.5,2.9,-2.6,9.3,AI_Dynamic,0.35,0.94
9394,25.5,10.6,62.6,33.1,1.0,60.6,1.5,0.5,4.4,1.0,9.6,AI_Dynamic,0.57,0.86
9395,17.7,13.1,61.2,27.2,0.1,57.7,3.4,0.1,7.5,3.3,13.0,Old_Static,0.43,0.75
9396,61.2,2.3,89.0,46.2,2.4,74.1,14.8,0.1,15.0,14.7,-0.1,AI_Dynamic,0.43,0.88
9397,58.7,2.0,78.3,43.4,1.6,62.6,14.4,1.3,15.3,13.1,0.4,Old_Static,0.82,0.87
9398,31.2,7.7,53.8,30.8,4.0,49.7,4.1,8.2,-0.4,-4.1,3.7,AI_Dynamic,0.42,0.97
9399,17.1,10.3,54.3,22.8,3.3,53.0,3.0,4.3,5.7,-1.3,7.0,AI_Dynamic,0.77,0.71
9400,11.9,0.5,20.6,10.2,2.1,20.5,3.5,3.6,1.7,-0.1,-1.6,AI_Dynamic,0.84,0.92
9401,11.5,5.5,43.8,11.8,4.1,42.7,0.5,0.6,0.3,-0.1,1.4,AI_Dynamic,0.94,0.83
9402,66.5,2.1,99.9,55.1,0.1,86.5,6.9,6.5,11.4,0.4,2.0,AI_Dynamic,0.98,0.84
9403,19.3,4.9,38.6,20.9,0.3,35.6,1.6,4.6,-1.0,-3.0,4.6,Old_Static,0.62,0.99
9404,26.8,2.5,51.9,23.6,0.1,46.3,0.4,5.2,3.2,-4.8,2.4,AI_Dynamic,0.57,0.81
9405,34.3,0.9,73.2,28.7,0.6,67.3,2.5,8.4,5.6,-5.9,0.3,AI_Dynamic,0.96,0.88
9406,54.8,1.6,87.5,38.0,0.8,69.9,8.0,9.6,12.4,-1.6,0.8,AI_Dynamic,0.34,0.78
9407,44.2,2.7,61.6,37.1,1.3,53.1,5.4,3.1,7.1,2.3,1.4,AI_Dynamic,0.41,0.81
9408,53.6,2.1,111.5,35.8,0.4,92.0,6.4,13.1,10.2,-6.7,1.7,AI_Dynamic,0.33,0.87
9409,21.5,9.5,57.5,24.8,3.3,54.6,1.8,1.1,3.3,0.7,6.2,AI_Dynamic,0.79,1.0
9410,43.2,7.5,91.3,46.8,0.4,87.8,2.1,5.6,2.2,-3.5,7.1,AI_Dynamic,0.28,0.87
9411,41.7,2.2,61.7,27.9,1.8,47.5,9.6,4.6,9.0,5.0,0.4,AI_Dynamic,0.8,0.77
9412,58.1,3.0,114.0,47.4,1.6,101.9,12.8,0.7,10.7,12.1,1.4,AI_Dynamic,0.9,0.99
9413,11.7,7.2,38.9,13.3,1.4,34.7,5.2,9.4,1.6,-4.2,5.8,AI_Dynamic,0.59,0.78
9414,24.6,8.7,55.8,31.0,5.9,59.4,0.9,2.7,1.8,-1.8,2.8,AI_Dynamic,0.38,0.87
9415,21.3,5.5,47.6,25.3,1.3,47.4,0.2,0.4,-2.2,-0.2,4.2,AI_Dynamic,0.78,0.71
9416,14.6,10.7,58.2,22.4,1.8,57.1,2.3,1.2,4.4,1.1,8.9,Old_Static,0.3,0.84
9417,38.6,1.4,63.9,29.8,2.0,55.7,3.3,4.9,8.8,-1.6,-0.6,AI_Dynamic,0.55,0.98
9418,34.2,15.8,59.6,48.6,1.9,60.1,1.6,2.1,8.0,-0.5,13.9,AI_Dynamic,0.87,0.71
9419,21.6,0.6,33.8,18.5,2.6,32.7,1.8,0.7,3.1,1.1,-2.0,AI_Dynamic,0.24,0.79
9420,28.4,6.8,92.6,29.0,2.8,89.2,0.6,4.0,0.6,-3.4,4.0,Old_Static,0.25,0.89
9421,24.3,19.6,66.7,39.3,4.4,66.5,2.1,1.9,15.0,0.2,15.2,AI_Dynamic,0.31,0.91
9422,31.2,7.2,60.1,34.6,0.1,56.4,3.4,7.1,1.8,-3.7,7.1,AI_Dynamic,0.59,0.85
9423,37.9,5.6,77.5,41.9,3.0,78.9,3.7,2.3,-2.0,1.4,2.6,AI_Dynamic,0.88,0.93
9424,27.1,19.0,71.7,40.4,1.2,67.2,5.0,9.5,13.3,-4.5,17.8,AI_Dynamic,0.79,0.79
9425,39.0,7.7,114.5,44.2,0.8,112.8,0.9,2.6,1.0,-1.7,6.9,AI_Dynamic,0.13,0.8
9426,38.4,0.4,71.0,36.0,0.3,68.5,2.1,4.6,1.8,-2.5,0.1,AI_Dynamic,0.3,0.87
9427,30.0,2.7,62.9,21.4,3.9,55.5,7.9,0.5,8.6,7.4,-1.2,AI_Dynamic,0.6,0.84
